Especie,Subsp,Especie_Su,Nombre_com,Departamen,Provincia,Distrito,Longitud,Latitud,Altitud
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puca Quitish,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,-76.8980555556,-7.53333333333,1075.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puca Quitish,HUANUCO,HUAMALIES,PUÑOS,-76.8972222222,-9.535,3851.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puka Quitish,HUANUCO,HUAMALIES,PUÑOS,-76.8972222222,-9.535,3851.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puka Quitish,HUANUCO,HUAMALIES,PUÑOS,-76.8972222222,-9.535,3851.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Clavel Juitu,HUANUCO,HUAMALIES,PUÑOS,-76.9166666667,-9.54111111111,3970.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Queso Juitu,HUANUCO,HUAMALIES,PUÑOS,-76.9166666667,-9.54111111111,3970.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Sauce Juitu,HUANUCO,HUAMALIES,PUÑOS,-76.9166666667,-9.54111111111,3970.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Muru Quitish,HUANUCO,HUAMALIES,PUÑOS,-76.8833333333,-9.4975,3650.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puca Quitish,HUANUCO,HUAMALIES,PUÑOS,-76.9166666667,-9.54111111111,3970.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Jacasina,HUANUCO,HUAMALIES,PUÑOS,-76.8833333333,-9.4975,3650.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Jacasina,HUANUCO,HUAMALIES,PUÑOS,-76.8833333333,-9.4975,3650.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Jerga Juitu,HUANUCO,HUAMALIES,PUÑOS,-76.9166666667,-9.54111111111,3970.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pokkoya,PUNO,CHUCUITO,ZEPITA,-69.1555555556,-16.6305555556,3841.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Canastilla,PASCO,PASCO,SIMON BOLIVAR,-76.49,-10.8,4550.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Muru Carhuiña,PASCO,PASCO,HUACHON,-75.95,-10.6366666667,3386.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chiaquil,PASCO,PASCO,HUACHON,-75.95,-10.6366666667,3386.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Musquiña,PASCO,PASCO,NINACACA,-75.95,-10.6666666667,3999.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puca Munila,PASCO,PASCO,HUAYLLAY,-76.5,-10.97,4467.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Suitu Amarilla,PASCO,PASCO,HUACHON,-75.9005555556,-10.5830555556,3849.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Suitu Amarilla,PASCO,PASCO,HUAYLLAY,-76.5,-10.97,4467.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Juitu Negro,PASCO,PASCO,TICLACAYAN,-76.1633333333,-10.5336111111,3545.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Garush Munila,PASCO,PASCO,HUACHON,-75.95,-10.6366666667,3386.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Amarilla,HUANUCO,YAROWILCA,CHAVINILLO,-76.6083333333,-9.85833333333,3458.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Amarilla,HUANUCO,YAROWILCA,CHAVINILLO,-76.58,-9.78,4325.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Wuiscurpa Atacan,HUANUCO,DOS DE MAYO,LA UNION,-76.8119444444,-9.87416666667,3620.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Wuiscurpa Atacan,HUANUCO,DOS DE MAYO,SILLAPATA,-76.8,-9.77,3288.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yana Chucas,HUANUCO,YAROWILCA,CHAVINILLO,-76.58,-9.78,4325.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Puca Razo,HUANUCO,YAROWILCA,CHAVINILLO,-76.6083333333,-9.85833333333,3458.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Puca Razo,HUANUCO,YAROWILCA,CHAVINILLO,-76.58,-9.78,4325.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Puka mama,HUANUCO,LAURICOCHA,RONDOS,-76.68,-9.98,3318.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Puka mama,HUANUCO,LAURICOCHA,RONDOS,-76.68,-9.98,3318.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Amarilla,HUANUCO,HUAMALIES,LLATA,-76.8161111111,-9.55,3438.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Cashapa Tuctun,HUANUCO,HUAMALIES,JIRCAN,-76.7008333333,-9.28611111111,3658.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Cashapa Tuctun,HUANUCO,DOS DE MAYO,LA UNION,-76.8016666667,-9.82916666667,3210.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Cashapa Tuctun,HUANUCO,LAURICOCHA,RONDOS,-76.68,-9.98,3318.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Amarilla,HUANUCO,YAROWILCA,OBAS,-76.6655555556,-9.79583333333,3514.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Amarilla,HUANUCO,YAROWILCA,OBAS,-76.6655555556,-9.79583333333,3514.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Wuiscurpa Atacan,HUANUCO,DOS DE MAYO,PACHAS,-76.72,-9.63,2951.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Wiscurpa,HUANUCO,DOS DE MAYO,PACHAS,-76.72,-9.63,2951.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Wuiscurpa Atacan,HUANUCO,DOS DE MAYO,QUIVILLA,-76.7261111111,-9.59861111111,2955.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Acacllupa Pechon,HUANUCO,DOS DE MAYO,PACHAS,-76.72,-9.63,2951.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Acacllupa Pechon,HUANUCO,DOS DE MAYO,QUIVILLA,-76.7261111111,-9.59861111111,2955.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Ichcama,HUANUCO,LAURICOCHA,QUEROPALCA,-76.85,-10.21,4565.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Iscu Suito,HUANUCO,YAROWILCA,APARICIO POMARES,-76.6477777778,-9.7475,3452.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Iscu Suito,HUANUCO,LAURICOCHA,QUEROPALCA,-76.85,-10.21,4565.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Amarilla,HUANUCO,YAROWILCA,OBAS,-76.67,-9.78,3434.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Amarilla,HUANUCO,YAROWILCA,OBAS,-76.6655555556,-9.79583333333,3514.0
Solanum phureja Juz. et Buk.,,Solanum phureja,Chaucha,HUANUCO,PACHITEA,CHAGLLA,-75.9036111111,-9.845,3019.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chaucha Pintada,HUANUCO,PACHITEA,CHAGLLA,-75.9030555556,-9.84361111111,3011.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chaucha Pintada,HUANUCO,PACHITEA,PANAO,-75.81,-10.03,2753.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Usa Papa,HUANUCO,PACHITEA,CHAGLLA,-75.9036111111,-9.845,3019.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Usa Papa,HUANUCO,PACHITEA,PANAO,-75.81,-10.03,2753.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Carhuiña,PASCO,PASCO,HUACHON,-75.95,-10.6366666667,3386.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pishggo,PASCO,PASCO,SIMON BOLIVAR,-76.49,-10.8,4550.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Ccacapa Shullum,PASCO,PASCO,SIMON BOLIVAR,-76.49,-10.8,4550.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kellu Chokkllos,APURIMAC,COTABAMBAS,COTABAMBAS,-72.3566666667,-13.7463888889,3435.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pokkolla,APURIMAC,COTABAMBAS,MARA,-72.1080555556,-14.0852777778,3788.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yana Linli,APURIMAC,COTABAMBAS,COTABAMBAS,-72.3566666667,-13.7463888889,3435.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puka Chiwillu,APURIMAC,COTABAMBAS,COTABAMBAS,-72.3566666667,-13.7463888889,3435.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puka Chiwillu,APURIMAC,COTABAMBAS,COTABAMBAS,-72.3566666667,-13.7463888889,3435.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Kellu Anca,APURIMAC,ABANCAY,HUANIPACA,-72.894,-13.4521666667,3107.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Kellu Anca,CUSCO,ANTA,PUCYURA,-72.07,-13.5,3704.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Cceccorani,CUSCO,CUSCO,SAN SEBASTIAN,-71.9222222222,-13.4797222222,3604.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Cceccorani,CUSCO,CALCA,TARAY,-71.9,-13.45,3766.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Wayro,JUNIN,CONCEPCION,COCHAS,-75.1086111111,-11.6227777778,3606.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha, Chaucha,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,-73.2813888889,-13.6816666667,3708.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha, Chaucha,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,-73.2813888889,-13.6816666667,3708.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha, Durasnillo,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,-73.2813888889,-13.6816666667,3708.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha, Durasnillo,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,-73.2813888889,-13.6816666667,3708.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Warmi,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,-73.38,-13.65,3106.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Warmi,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,-73.35,-13.7336111111,3627.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Muru Lomo,CUSCO,CANAS,TUPAC AMARU,-71.5011111111,-14.1388888889,3792.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Muyacu,CUSCO,CANAS,TUPAC AMARU,-71.5011111111,-14.1388888889,3792.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Muyacu,CUSCO,CANAS,TUPAC AMARU,-71.48,-14.17,3912.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yurakk Piña,JUNIN,CONCEPCION,COCHAS,-75.1011111111,-11.6572222222,3176.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Puka mama,CUSCO,CALCA,PISAC,-71.85,-13.42,2986.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Puka mama,CUSCO,CALCA,PISAC,-71.85,-13.42,2986.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Churillo,CUSCO,CALCA,PISAC,-71.85,-13.42,2986.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Osoriupa Jhuitum,JUNIN,TARMA,HUASAHUASI,-75.6502777778,-11.265,2745.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Mauna,JUNIN,TARMA,TAPO,-75.5533333333,-11.4866666667,3665.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Titerite,CUSCO,CALCA,CALCA,-71.8969444444,-13.2475,3961.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Titerite,CUSCO,CALCA,LAMAY,-71.92,-13.37,2934.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Ppuna,CUSCO,QUISPICANCHI,OCONGATE,-71.2936111111,-13.6816666667,4052.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Ppuna,CUSCO,QUISPICANCHI,OCONGATE,-71.25,-13.7,4186.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Azucarera,HUANUCO,LAURICOCHA,RONDOS,-76.68,-9.98,3318.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,s/n,HUANCAVELICA,TAYACAJA,PAZOS,-75.1,-12.2666666667,3947.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Churu Pitiquiña,CUSCO,CANCHIS,SAN PABLO,-71.32,-14.2,3484.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Churu Pitiquiña,CUSCO,CANCHIS,SAN PABLO,-71.32,-14.2,3484.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Mauna,PASCO,PASCO,SIMON BOLIVAR,-76.2666666667,-10.6833333333,4302.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Color Unckuna,CUSCO,QUISPICANCHI,MARCAPATA,-70.88,-13.52,2275.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Color Unckuna,CUSCO,QUISPICANCHI,MARCAPATA,-70.88,-13.52,2275.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Runtus  Pitiquiña,CUSCO,QUISPICANCHI,MARCAPATA,-70.8191666667,-13.6569444444,3613.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Runtus  Pitiquiña,CUSCO,QUISPICANCHI,MARCAPATA,-70.95,-13.52,3782.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Uchu Caspa,CUSCO,QUISPICANCHI,MARCAPATA,-70.88,-13.52,2275.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Uchu Caspa,CUSCO,QUISPICANCHI,MARCAPATA,-70.88,-13.52,2275.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Comino,CUSCO,QUISPICANCHI,MARCAPATA,-70.88,-13.52,2275.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puka 'Kewillu,CUSCO,QUISPICANCHI,MARCAPATA,-70.9722222222,-13.5897222222,3038.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pampiña,JUNIN,JUNIN,ULCUMAYO,-75.8775,-10.9666666667,3633.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Mahuay,CUSCO,QUISPICANCHI,MARCAPATA,-70.88,-13.52,2275.0
Solanum juzepczukii Buk.,,Solanum juzepczukii,Laram Canchali,CUSCO,ESPINAR,PICHIGUA,-71.4,-14.67,3944.0
Solanum juzepczukii Buk.,,Solanum juzepczukii,Laram Canchali,CUSCO,ESPINAR,PICHIGUA,-71.4,-14.67,3944.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pitiquiña,CUSCO,ESPINAR,COPORAQUE,-71.5313888889,-14.6266666667,4023.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pitiquiña,CUSCO,ESPINAR,PICHIGUA,-71.4,-14.67,3944.0
Solanum juzepczukii Buk.,,Solanum juzepczukii,Canchillo,CUSCO,ESPINAR,COPORAQUE,-71.52,-14.8,3913.0
Solanum juzepczukii Buk.,,Solanum juzepczukii,Canchillo,CUSCO,ESPINAR,COPORAQUE,-71.5302777778,-14.7997222222,3939.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puka Pokkoya,CUSCO,ESPINAR,ESPINAR,-71.4125,-14.7913888889,3917.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Puka mama,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,-76.5269444444,-10.4983333333,3538.0
Solanum juzepczukii Buk.,,Solanum juzepczukii,Capo,CUSCO,CHUMBIVILCAS,QUIÑOTA,-72.2058333333,-14.4097222222,3785.0
Solanum juzepczukii Buk.,,Solanum juzepczukii,Capo,CUSCO,CHUMBIVILCAS,VELILLE,-71.95,-14.5,3954.0
Solanum juzepczukii Buk.,,Solanum juzepczukii,Canchillo,CUSCO,CHUMBIVILCAS,QUIÑOTA,-72.2058333333,-14.4097222222,3785.0
Solanum juzepczukii Buk.,,Solanum juzepczukii,Canchillo,CUSCO,CHUMBIVILCAS,VELILLE,-71.95,-14.5,3954.0
Solanum juzepczukii Buk.,,Solanum juzepczukii,Huallaju,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,-72.295,-14.1897222222,3907.0
Solanum juzepczukii Buk.,,Solanum juzepczukii,Huallaju,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,-72.295,-14.1897222222,3907.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yurac Chojlla,APURIMAC,ANTABAMBA,SABAINO,-72.95,-14.32,3062.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yurac Chojlla,APURIMAC,ANTABAMBA,SABAINO,-72.9441666667,-14.3130555556,3432.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chipucha,APURIMAC,ANTABAMBA,SABAINO,-72.95,-14.32,3062.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chipucha,APURIMAC,ANTABAMBA,SABAINO,-72.9441666667,-14.3130555556,3432.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Puka mama,APURIMAC,ANTABAMBA,SABAINO,-72.9452777778,-14.3127777778,3446.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yana Wekkllu o  Yana 'Kewillu,APURIMAC,ANTABAMBA,SABAINO,-72.9466666667,-14.3088888889,3538.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kellu Chojllu,APURIMAC,ANTABAMBA,ANTABAMBA,-72.88,-14.37,3861.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kellu Chojllu,APURIMAC,ANTABAMBA,ANTABAMBA,-72.88,-14.37,3861.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Linli,APURIMAC,ANTABAMBA,ANTABAMBA,-72.88,-14.37,3861.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Linli,APURIMAC,ANTABAMBA,ANTABAMBA,-72.88,-14.37,3861.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Puka Nawi Linle,APURIMAC,COTABAMBAS,HAQUIRA,-72.19,-14.2127777778,3702.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Canchillo,APURIMAC,ANTABAMBA,ANTABAMBA,-72.88,-14.37,3861.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Canchillo,APURIMAC,ANTABAMBA,ANTABAMBA,-72.88,-14.37,3861.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Huallapi Toro,APURIMAC,ANDAHUAYLAS,PACUCHA,-73.3441666667,-13.5691666667,3862.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Huallapi Toro,APURIMAC,ANDAHUAYLAS,PACUCHA,-73.3441666667,-13.5691666667,3862.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Runtu,APURIMAC,ANTABAMBA,ANTABAMBA,-72.8413888889,-14.4158333333,3823.0
Solanum stenotomum,subsp. goniocalyx,Solanum stenotomum subsp. goniocalyx,Runtu,APURIMAC,ANTABAMBA,ANTABAMBA,-72.88,-14.38,4178.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Okke Chaucha,APURIMAC,ANDAHUAYLAS,TURPO,-73.4719444444,-13.7363888889,4028.0
Solanum phureja Juz. et Buk.,,Solanum phureja,Chaucha Durasnillo,APURIMAC,ANDAHUAYLAS,TURPO,-73.4719444444,-13.7363888889,4028.0
Solanum phureja Juz. et Buk.,,Solanum phureja,Morado Chaucha,APURIMAC,CHINCHEROS,ONGOY,-73.6833333333,-13.4166666667,3259.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pitiquiña,CUSCO,ACOMAYO,POMACANCHI,-71.57,-14.03,3685.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Pitiquiña,CUSCO,ACOMAYO,POMACANCHI,-71.5708333333,-14.0361111111,3692.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Soncco Kallpi,CUSCO,LA CONVENCION,VILCABAMBA,-72.9338888889,-13.0641666667,2644.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Soncco Kallpi,CUSCO,LA CONVENCION,VILCABAMBA,-72.97,-13.05,3345.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Putis,CUSCO,LA CONVENCION,VILCABAMBA,-72.9338888889,-13.0641666667,2644.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Putis,CUSCO,LA CONVENCION,VILCABAMBA,-72.97,-13.05,3345.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chejchi Quisu,CUSCO,LA CONVENCION,VILCABAMBA,-73.0219444444,-13.2191666667,3830.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chejchi Quisu,CUSCO,LA CONVENCION,VILCABAMBA,-73.0219444444,-13.2191666667,3830.0
Solanum phureja Juz. et Buk.,,Solanum phureja,Chaucha,HUANCAVELICA,TAYACAJA,COLCABAMBA,-74.6811111111,-12.4111111111,2958.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yurac Pputi,CUSCO,LA CONVENCION,VILCABAMBA,-72.9488888889,-13.12,3327.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Yurac Pputi,CUSCO,LA CONVENCION,VILCABAMBA,-72.98,-13.05,3552.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chokkllos,CUSCO,LA CONVENCION,VILCABAMBA,-73.0166666667,-13.0833333333,3718.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Puma Luntu,CUSCO,PAUCARTAMBO,COLQUEPATA,-71.67,-13.38,3767.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Puma Runtu,CUSCO,CUSCO,CUSCO,-71.97,-13.52,3379.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Puma Luntu,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.6661111111,-13.2933333333,3832.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Gallo Runtu,HUANUCO,DOS DE MAYO,PACHAS,-76.77,-9.7,3495.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Hak' u Wayakka,CUSCO,PAUCARTAMBO,COLQUEPATA,-71.6697222222,-13.3558333333,3592.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Muru Churuspina,CUSCO,PAUCARTAMBO,COLQUEPATA,-71.67,-13.38,3767.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Muru Churuspina,CUSCO,CANCHIS,MARANGANI,-71.17,-14.35,3737.0
Solanum curtilobum Juz. et Buk.,,Solanum curtilobum,Azul Kete,CUSCO,PAUCARTAMBO,COLQUEPATA,-71.67,-13.38,3767.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yurac Ttoclolo,CUSCO,PAUCARTAMBO,KOSÑIPATA,-71.3763888889,-13.0411111111,1059.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yurac Ttoclolo,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-71.58,-13.33,3135.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Sawasira,PUNO,CHUCUITO,ZEPITA,-69.1,-16.48,3829.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Sawasira,PUNO,CHUCUITO,ZEPITA,-69.1,-16.48,3829.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Ttoclolo,PUNO,CHUCUITO,ZEPITA,-69.1,-16.48,3829.0
Solanum chaucha Juz. et Buk.,,Solanum chaucha,Yana Ttoclolo,PUNO,CHUCUITO,ZEPITA,-69.1,-16.48,3829.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chilca,PUNO,CHUCUITO,ZEPITA,-69.1,-16.48,3829.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Chilca,PUNO,CHUCUITO,ZEPITA,-69.1,-16.48,3829.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Wuamanpa Uman,APURIMAC,AYMARAES,SAÑAYCA,-73.3580555556,-14.21,3458.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Wuamanpa Uman,APURIMAC,AYMARAES,SAÑAYCA,-73.37,-14.22,3959.0
Solanum stenotomum,subsp. stenotomum,Solanum stenotomum subsp. Stenotomum,Kellu Suito,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,-73.55,-14.2,3420.0
